City,Longitude,latitude,Population,median_age,median_income,median_house_value,total_rooms,Bedrooms,Households,ocean_proximity,max_temp,Humidity,Cloudiness,wind_speed,Description
San Bernardino,-117.28,34.11,1258,39,1.4896,69500,1573,418,359,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.29,34.1,844,19,0.7235,71300,1204,405,424,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.29,34.09,1178,24,1.1806,68300,1451,387,330,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.3,34.1,76,49,2.5625,75000,60,11,13,INLAND,97.66,35,100,14.43,overcast clouds
Colton,-117.3,34.07,387,34,1.7981,73300,567,143,138,INLAND,104.97,43,20,5.99,haze
Highland,-117.25,34.16,596,31,4.3362,159400,1516,238,255,INLAND,103.24,38,20,4,haze
Highland,-117.25,34.16,744,37,3.7188,116600,1709,278,274,INLAND,103.24,38,20,4,haze
Highland,-117.25,34.16,1595,35,3.9018,91500,2707,481,479,INLAND,103.24,38,20,4,haze
Highland,-117.25,34.15,990,30,3.3,97600,1770,380,348,INLAND,103.24,38,20,4,haze
San Bernardino,-117.26,34.15,1100,33,3.5978,88300,2271,389,380,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.26,34.16,1715,31,3.7125,98000,3538,658,663,INLAND,97.66,35,100,14.43,overcast clouds
Highland,-117.26,34.17,945,30,3.8906,123700,1937,351,344,INLAND,103.24,38,20,4,haze
San Bernardino,-117.27,34.17,49,16,4.625,250000,30,3,8,INLAND,97.66,35,100,14.43,overcast clouds
Highland,-117.25,34.15,4523,22,2.1465,88800,7935,1976,1791,INLAND,103.24,38,20,4,haze
Highland,-117.25,34.14,2680,19,2.2482,114500,5163,1229,1141,INLAND,103.24,38,20,4,haze
San Bernardino,-117.27,34.14,1742,36,4.1,96400,3795,676,585,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.27,34.14,658,35,4.4435,97600,1517,257,245,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.27,34.15,705,35,3.3616,95300,1490,253,253,INLAND,97.66,35,100,14.43,overcast clouds
Highland,-117.25,34.13,1374,33,3.6856,90000,2898,503,487,INLAND,103.24,38,20,4,haze
Highland,-117.25,34.13,1291,37,3,83400,2498,472,487,INLAND,103.24,38,20,4,haze
San Bernardino,-117.26,34.13,1234,37,2,72100,2403,550,493,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.26,34.13,2256,39,2.1375,87500,3521,747,721,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.27,34.12,1314,31,1.7235,78800,2209,636,562,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.27,34.13,793,40,3.0721,83800,1298,254,268,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.27,34.13,2388,36,2.9628,87800,3337,687,589,INLAND,97.66,35,100,14.43,overcast clouds
Highland,-117.25,34.13,381,35,2.5234,88200,861,148,138,INLAND,103.24,38,20,4,haze
San Bernardino,-117.25,34.12,2160,17,1.8463,72600,3107,752,643,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.25,34.11,2011,32,2.7473,70800,2910,641,614,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.27,34.12,1514,27,1.462,70200,2896,684,668,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.27,34.12,943,52,0.8658,87500,954,246,256,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.25,34.11,1509,30,1.4079,67700,2173,560,486,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.26,34.11,850,33,1.2171,59300,1210,288,238,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.27,34.11,565,44,1.8281,62900,567,134,150,INLAND,97.66,35,100,14.43,overcast clouds
San Bernardino,-117.27,34.1,3688,9,1.8022,78000,3904,1042,896,INLAND,97.66,35,100,14.43,overcast clouds
Colton,-117.33,34.09,1681,29,2.9292,84500,1960,415,435,INLAND,104.97,43,20,5.99,haze
Colton,-117.33,34.08,1394,35,3.1799,86700,2240,423,396,INLAND,104.97,43,20,5.99,haze
Colton,-117.33,34.08,1175,37,3.75,95200,2267,405,403,INLAND,104.97,43,20,5.99,haze
Colton,-117.33,34.07,1355,32,2.5238,89200,2086,458,412,INLAND,104.97,43,20,5.99,haze
Colton,-117.34,34.07,1100,46,2.0461,90500,1851,425,377,INLAND,104.97,43,20,5.99,haze
Colton,-117.34,34.08,730,35,3.2305,93700,1380,248,264,INLAND,104.97,43,20,5.99,haze
Colton,-117.34,34.08,3502,33,3.233,99400,4924,1007,953,INLAND,104.97,43,20,5.99,haze
Colton,-117.32,34.09,1347,38,2.375,75300,1585,345,368,INLAND,104.97,43,20,5.99,haze
Colton,-117.32,34.09,1034,30,2.3917,78600,1129,251,237,INLAND,104.97,43,20,5.99,haze
Colton,-117.32,34.08,786,41,2.5208,85500,1359,264,244,INLAND,104.97,43,20,5.99,haze
Colton,-117.32,34.08,576,46,3.1875,84000,1308,276,244,INLAND,104.97,43,20,5.99,haze
Colton,-117.32,34.07,693,52,1.9963,76900,1226,269,272,INLAND,104.97,43,20,5.99,haze
Colton,-117.32,34.06,564,52,2.1591,63500,802,160,131,INLAND,104.97,43,20,5.99,haze
Grand Terrace,-117.33,34.05,431,26,1.3977,73100,613,149,130,INLAND,103.14,44,20,6.91,haze
Shafter,-119.27,35.5,1315,21,1.7105,52100,2171,483,450,INLAND,101.07,8,0,6.51,clear sky
Shafter,-119.38,35.49,1506,34,2.2071,64600,2304,437,403,INLAND,101.07,8,0,6.51,clear sky
Wasco,-119.34,35.6,1011,16,2.4961,58800,1584,309,268,INLAND,97.34,14,0,5.75,clear sky
Wasco,-119.36,35.55,236,29,2.7,125000,510,84,73,INLAND,97.34,14,0,5.75,clear sky
Wasco,-119.35,35.58,1186,13,1.1903,63200,1657,362,376,INLAND,97.34,14,0,5.75,clear sky
Wasco,-119.34,35.59,1809,33,2.3934,71900,3240,654,616,INLAND,97.34,14,0,5.75,clear sky
Wasco,-119.34,35.6,1732,33,1.9362,59000,2143,488,509,INLAND,97.34,14,0,5.75,clear sky
Wasco,-119.33,35.6,2682,32,1.4619,60500,2703,683,675,INLAND,97.34,14,0,5.75,clear sky
Wasco,-119.35,35.59,1497,14,3.176,71800,2719,502,457,INLAND,97.34,14,0,5.75,clear sky
Wasco,-119.33,35.59,2645,20,1.7868,54100,3085,691,676,INLAND,97.34,14,0,5.75,clear sky
Wasco,-119.69,35.62,1345,18,2.1186,47500,820,239,207,INLAND,97.34,14,0,5.75,clear sky
Wasco,-119.77,35.65,1647,21,2.6066,80000,2403,483,415,INLAND,97.34,14,0,5.75,clear sky
Delano,-119.14,35.76,421,30,2.5625,156300,735,137,113,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.29,35.76,3500,15,2.1295,59800,3938,789,768,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.19,35.64,902,29,2.6726,83300,1476,220,205,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.24,35.68,1539,21,2.5208,58500,1885,398,388,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.22,35.68,3078,16,1.8843,55200,2874,677,651,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.24,35.67,2639,32,2.0025,54700,3216,750,709,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.25,35.78,1346,27,2.7411,59800,1513,342,323,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.25,35.77,1449,35,1.6786,56500,1618,378,398,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.25,35.76,2175,36,1.6045,57300,2332,656,610,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.25,35.75,1658,36,1.517,52100,1598,443,417,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.25,35.79,2700,8,1.7418,62200,3271,797,688,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.25,35.78,1371,35,2.2981,69900,1927,386,414,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.23,35.78,1230,8,2.1806,67200,1612,343,330,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.23,35.79,2467,31,2.3125,62100,2862,606,600,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.24,35.77,1764,28,1.7813,67800,1737,521,514,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.23,35.77,2034,36,2.4044,72500,3225,635,593,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.23,35.74,1914,16,2.033,68400,2275,659,614,INLAND,97.38,14,0,5.75,clear sky
Delano,-119.23,35.77,1416,26,4.1917,84000,2636,468,485,INLAND,97.38,14,0,5.75,clear sky
Oildale,-118.92,35.47,664,6,6.2885,216400,1755,280,254,INLAND,99.88,19,0,10.36,clear sky
Oildale,-119.01,35.44,1465,20,2.5806,82500,3458,651,621,INLAND,99.88,19,0,10.36,clear sky
Oildale,-118.93,35.44,557,13,6.1563,204200,1439,237,227,INLAND,99.88,19,0,10.36,clear sky
Tehachapi,-118.31,35.74,799,18,1.8419,92300,2327,642,335,INLAND,98.53,14,0,11.99,clear sky
Ridgecrest,-118.06,35.68,730,15,2.25,67500,1962,403,321,INLAND,104.68,8,0,4.61,clear sky
Tehachapi,-118.44,35.75,1097,23,2.6288,96000,3166,700,493,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.47,35.72,1366,18,2.0694,81200,4754,1075,690,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.5,35.7,986,18,1.5957,101400,3303,814,522,INLAND,98.53,14,0,11.99,clear sky
Oildale,-118.59,35.72,98,28,1.4205,90000,1491,408,48,INLAND,99.88,19,0,10.36,clear sky
Oildale,-118.87,35.65,584,33,3.4792,94600,1504,325,223,INLAND,99.88,19,0,10.36,clear sky
Tehachapi,-118.23,35.48,775,17,1.8369,59400,2354,514,380,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.33,35.64,1007,15,1.5667,72500,2966,669,465,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.41,35.63,2310,15,2.3125,96900,5907,1257,1001,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.45,35.62,782,18,1.4141,75800,2304,527,390,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.47,35.64,927,17,1.3023,68500,2248,535,427,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.48,35.61,1614,17,1.6236,67300,4002,930,731,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.45,35.58,1802,16,1.8819,69700,5396,1182,807,INLAND,98.53,14,0,11.99,clear sky
Arvin,-118.61,35.47,756,13,2.5474,78400,2267,601,276,INLAND,107.4,22,0,5.99,clear sky
Ridgecrest,-117.73,35.73,1870,35,3.625,55000,2916,594,432,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.66,35.63,1155,33,2.0441,42100,2579,564,431,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.67,35.65,1128,18,2.8,72000,2737,589,533,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.68,35.65,1245,15,3.3269,81900,2701,576,513,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.69,35.65,520,5,4.0167,87500,1131,276,232,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.7,35.64,1154,8,5.8625,109400,2683,416,399,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.68,35.64,1408,15,5.2043,95700,3253,573,586,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.67,35.64,927,6,6.1935,115700,2115,342,337,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.67,35.63,1613,32,3.0687,63500,3661,787,706,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.68,35.63,1777,18,6.0653,105300,4334,641,661,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.69,35.63,1335,5,5.5773,109000,3151,482,428,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.7,35.62,1426,18,3.5931,71900,2657,496,483,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.68,35.61,1929,9,3.5988,84500,4241,832,742,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.68,35.6,765,12,6.0532,102800,1678,241,281,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.7,35.6,1473,16,3.858,70200,2678,483,487,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.68,35.62,1481,30,2.1458,52400,2994,741,581,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.64,35.61,1349,10,4.25,83200,2656,506,501,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.66,35.62,2728,11,4.15,85700,5897,1138,1072,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.66,35.61,2623,5,4.8494,87200,5735,932,862,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.66,35.6,850,14,2.5812,91700,1740,391,317,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.76,35.63,1027,12,3.9261,101300,2014,372,356,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.68,35.55,1518,9,5.5551,142500,3811,605,568,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.81,35.65,598,19,1.8984,54300,1124,290,261,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.87,35.73,1181,13,4.1518,91800,2566,449,414,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.84,35.54,765,11,5.0762,98000,1751,316,296,INLAND,104.68,8,0,4.61,clear sky
Ridgecrest,-117.74,35.65,1110,15,3.1755,81700,2357,484,442,INLAND,104.68,8,0,4.61,clear sky
California City,-117.84,35.35,858,28,1.9962,50800,1913,486,371,INLAND,104.05,8,0,8.05,clear sky
California City,-118,35.05,945,21,3.4015,86500,1739,425,362,INLAND,104.05,8,0,8.05,clear sky
California City,-117.82,35.03,1347,30,3.3693,71800,2555,510,467,INLAND,104.05,8,0,8.05,clear sky
California City,-117.76,35.22,8,4,1.625,275000,18,3,6,INLAND,104.05,8,0,8.05,clear sky
California City,-117.79,35.21,6,4,2.375,137500,2,2,2,INLAND,104.05,8,0,8.05,clear sky
California City,-118.01,35.12,917,15,3.3889,68500,1926,361,316,INLAND,104.05,8,0,8.05,clear sky
California City,-117.98,35.13,2504,5,3.5391,81900,4849,920,847,INLAND,104.05,8,0,8.05,clear sky
California City,-117.95,35.13,1150,4,4.25,104400,2630,502,422,INLAND,104.05,8,0,8.05,clear sky
California City,-117.95,35.08,32,1,4.875,141700,83,15,15,INLAND,104.05,8,0,8.05,clear sky
California City,-117.98,35.1,352,4,4.5724,84500,923,166,135,INLAND,104.05,8,0,8.05,clear sky
California City,-117.99,35.16,960,15,2.875,87800,2180,416,370,INLAND,104.05,8,0,8.05,clear sky
Lancaster,-118.27,34.92,422,20,2.9583,91700,873,175,159,INLAND,96.44,49,0,13.8,clear sky
Quartz Hill,-118.34,34.86,3571,11,2.8097,130000,7353,1482,1308,INLAND,103.69,18,0,16.11,clear sky
California City,-117.68,35.03,1644,28,3.4338,54900,2969,648,570,INLAND,104.05,8,0,8.05,clear sky
California City,-117.68,34.99,853,33,4.2292,64400,1589,307,272,INLAND,104.05,8,0,8.05,clear sky
California City,-117.65,35,672,36,1.9107,39800,1184,316,241,INLAND,104.05,8,0,8.05,clear sky
Lancaster,-118.15,34.86,2227,10,2.6149,83500,4597,1009,821,INLAND,96.44,49,0,13.8,clear sky
Lancaster,-118.17,34.87,761,9,3.0184,87900,1507,293,278,INLAND,96.44,49,0,13.8,clear sky
Lancaster,-118.19,34.87,923,2,5.0553,111100,2103,389,338,INLAND,96.44,49,0,13.8,clear sky
Lancaster,-118.17,34.86,1488,21,2.7361,83300,2370,540,554,INLAND,96.44,49,0,13.8,clear sky
California City,-118.15,35.06,569,15,2.0441,73300,1069,296,263,INLAND,104.05,8,0,8.05,clear sky
California City,-118.16,35.05,776,44,2.5875,68900,1297,307,278,INLAND,104.05,8,0,8.05,clear sky
California City,-118.19,35.05,1631,14,3.7452,83200,2992,573,526,INLAND,104.05,8,0,8.05,clear sky
California City,-118.15,35.04,821,29,2.16,56800,1671,368,337,INLAND,104.05,8,0,8.05,clear sky
Tehachapi,-118.51,35.16,1932,7,4.625,136800,4371,727,654,INLAND,98.53,14,0,11.99,clear sky
Arvin,-118.66,35.2,3617,7,4.0581,162900,9664,1692,1370,INLAND,107.4,22,0,5.99,clear sky
Tehachapi,-118.34,35.27,1167,10,2.3917,79000,2939,605,446,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.48,35.14,4631,4,3.6949,115800,8417,1657,1468,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.61,35.08,1243,6,3.4911,137200,3660,646,482,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.61,34.99,1539,11,3.8917,120800,4031,766,564,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.46,35.13,1457,19,2.6417,94900,3109,640,620,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.46,35.12,2033,16,3.2405,85500,4084,812,668,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.43,35.12,930,8,3.2632,99800,1968,376,360,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.44,35.13,602,34,1.7917,80000,1170,290,266,INLAND,98.53,14,0,11.99,clear sky
Tehachapi,-118.44,35.13,1133,21,1.8636,67900,1899,447,391,INLAND,98.53,14,0,11.99,clear sky
Lamont,-118.91,35.3,1233,28,2.7845,82200,1793,358,351,INLAND,107.55,22,0,5.5,clear sky
Lamont,-118.95,35.26,667,24,4,94500,1341,214,184,INLAND,107.55,22,0,5.5,clear sky
Arvin,-118.83,35.27,717,33,2.6302,81300,1190,217,196,INLAND,107.4,22,0,5.99,clear sky
Arvin,-118.92,35.13,909,29,1.9236,106300,1297,262,253,INLAND,107.4,22,0,5.99,clear sky
Arvin,-118.85,35.23,1222,26,1.7656,68000,1639,352,395,INLAND,107.4,22,0,5.99,clear sky
Arvin,-118.82,35.23,2302,31,1.9688,53900,2358,580,574,INLAND,107.4,22,0,5.99,clear sky
Arvin,-118.83,35.2,1763,17,2.1357,53500,1959,484,453,INLAND,107.4,22,0,5.99,clear sky
Arvin,-118.82,35.2,1910,34,2.1136,57300,2185,469,455,INLAND,107.4,22,0,5.99,clear sky
Arvin,-118.85,35.2,2566,17,1.9907,51200,2783,678,641,INLAND,107.4,22,0,5.99,clear sky
Lamont,-118.91,35.27,1344,29,2.0921,61400,1401,317,306,INLAND,107.55,22,0,5.5,clear sky
Lamont,-118.9,35.26,5666,31,1.9066,54600,6145,1492,1457,INLAND,107.55,22,0,5.5,clear sky
Lamont,-118.92,35.26,3450,20,2.0174,63700,3815,924,920,INLAND,107.55,22,0,5.5,clear sky
Lamont,-118.91,35.24,2949,29,1.7716,45500,2888,753,699,INLAND,107.55,22,0,5.5,clear sky
Hanford,-119.69,36.41,540,38,2.2885,75000,1016,202,187,INLAND,96.75,21,0,5.75,clear sky
Kingsburg,-119.57,36.44,1123,30,3.4926,94200,1860,337,347,INLAND,100.67,27,0,3.44,clear sky
Hanford,-119.55,36.37,1002,26,3.0375,126300,1912,339,311,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.69,36.38,879,25,3.3214,103100,1688,302,277,INLAND,96.75,21,0,5.75,clear sky
Lemoore,-119.78,36.37,443,41,3.1406,100000,831,149,146,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.83,36.37,819,25,2.7159,101400,1549,269,272,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.87,36.34,779,26,2.9167,83900,1414,265,249,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.93,36.32,7679,25,2.0285,106300,8363,1636,1580,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.79,36.32,1971,19,3.0667,75800,3252,614,607,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.77,36.32,1867,14,3.9926,92500,3400,618,612,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.78,36.31,737,14,3.1667,126400,1287,291,269,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.77,36.31,2191,14,2.6218,69100,3677,863,785,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.79,36.31,2414,25,2.2937,72300,4984,1029,961,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.77,36.3,1052,24,2.1038,62000,2202,471,439,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.78,36.3,1255,30,2.1681,66600,1846,391,352,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.79,36.3,903,16,4.3438,93100,1717,277,289,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.79,36.29,764,6,4.2917,104200,1265,227,246,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.82,36.32,424,18,2.0673,87500,942,193,174,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.78,36.33,515,16,3.2386,112500,1006,212,200,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.78,36.27,1066,29,4.5714,100800,1871,315,309,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.8,36.29,327,7,5.1728,107500,479,84,103,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.81,36.28,442,24,3.1071,56100,544,112,106,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.72,36.34,580,33,3.2019,112500,1287,214,210,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.72,36.32,676,40,2.2721,52600,1185,221,256,INLAND,96.82,19,0,8.05,clear sky
Hanford,-119.7,36.32,586,40,2.6477,43500,1178,244,187,INLAND,96.75,21,0,5.75,clear sky
Lemoore,-119.73,36.31,1579,20,2.8281,60200,2440,433,400,INLAND,96.82,19,0,8.05,clear sky
Hanford,-119.7,36.3,693,10,2.2895,62000,956,201,220,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.67,36.35,470,10,4.9432,118800,1090,164,158,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.65,36.37,1478,4,3.5486,148000,3725,783,600,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.65,36.35,837,21,4.3911,107900,1745,266,292,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.65,36.35,1378,38,2.8788,85500,3148,568,537,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.66,36.35,947,15,3.1094,91900,1724,374,391,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.64,36.36,1055,13,5.2134,97400,2360,340,312,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.64,36.35,1525,23,3.8108,90400,3182,563,585,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.63,36.35,920,4,4.2396,90600,1684,343,324,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.62,36.35,1864,10,2.6145,80300,3674,734,718,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.64,36.35,746,30,2.8125,70200,1765,310,298,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.63,36.34,699,26,3.5536,71400,1463,261,219,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.63,36.33,1633,14,1.8385,67500,2928,600,559,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.61,36.33,926,32,3.0139,61500,1492,284,264,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.63,36.32,749,36,2.2333,61000,1518,287,255,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.66,36.34,859,32,2.6397,59700,1338,276,286,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.65,36.34,752,46,1.8529,67200,1730,337,323,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.65,36.34,832,47,3.0846,76100,1869,357,315,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.64,36.34,1504,32,1.8606,56700,2958,670,627,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.64,36.33,1852,41,1.4524,51700,3095,766,721,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.65,36.33,624,52,2.3523,59100,1257,257,243,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.65,36.33,693,47,1.3882,53800,1059,268,241,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.68,36.32,268,26,1.7596,120800,592,121,116,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.67,36.33,850,19,2.9375,81700,1241,244,237,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.66,36.33,1052,16,4.0909,92800,2048,373,388,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.66,36.33,988,10,1.4194,58100,1623,409,395,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.66,36.32,1532,24,2.3256,56800,2652,568,445,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.68,36.32,873,28,2.5833,54400,1325,276,240,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.68,36.31,1859,12,2.9936,60600,2739,535,498,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.66,36.3,717,18,3.3681,70500,1147,202,212,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.65,36.32,713,11,1.5433,50400,1294,314,290,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.64,36.32,1772,32,1.3569,43100,2205,523,479,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.65,36.3,588,28,2.3466,53400,941,175,180,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.64,36.31,1071,27,1.5909,50100,1513,314,284,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.61,36.31,1460,25,1.8839,46300,1847,371,353,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.57,36.27,1394,20,2.625,97400,2673,452,449,INLAND,96.75,21,0,5.75,clear sky
Hanford,-119.69,36.25,970,35,2.395,94100,2011,349,300,INLAND,96.75,21,0,5.75,clear sky
Corcoran,-119.63,36.18,171,23,2.4286,100000,207,45,50,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.59,36.11,524,32,2.25,50000,752,159,155,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.57,36.09,992,6,2.3889,53200,2015,413,319,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.58,36.1,1469,21,1.3967,46500,1382,327,355,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.56,36.1,284,29,1.5313,43800,424,78,73,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.56,36.1,893,25,2.13,50800,1093,262,252,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.56,36.09,792,35,3.2847,64700,1648,285,265,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.56,36.09,1077,14,1.85,52300,1267,290,279,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.56,36.08,639,37,1.6607,42100,766,189,190,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.58,36.11,1397,21,2.2169,61600,2004,385,398,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.57,36.1,1201,16,1.5727,54800,1461,400,384,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.57,36.1,737,36,3.5313,68800,1729,317,278,INLAND,97.61,9,0,5.68,clear sky
Corcoran,-119.57,36.1,707,37,2.0595,60700,1676,316,274,INLAND,97.61,9,0,5.68,clear sky
Lemoore,-119.74,36.15,1137,21,2.4688,61300,1548,308,306,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.9,36.2,106,43,1.875,137500,187,38,40,INLAND,96.82,19,0,8.05,clear sky
Lemoore,-119.82,36.19,694,33,2.0221,52200,1293,272,229,INLAND,96.82,19,0,8.05,clear sky
