City,Longitude,Lattitude,Population,Median Age,Median Income,Median House Value,Total Rooms,Bedrooms,Households,Ocean Proximity,Max Temp,Humidity,Cloudiness,Wind Speed,Description,County,Employees,Establishments,house_value_group
Beverly Hills,-118.44,34.06,1649.0,13.0,6.2389,500001.0,4833.0,1119.0,807.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.42,34.06,1077.0,40.0,6.1527,500001.0,2933.0,565.0,536.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.43,34.06,523.0,31.0,7.4219,500001.0,1317.0,284.0,274.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.43,34.06,1122.0,38.0,4.1908,500001.0,2982.0,664.0,572.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.43,34.06,1675.0,20.0,5.1999,500001.0,4600.0,1018.0,932.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.42,34.06,291.0,44.0,10.8045,500001.0,533.0,90.0,97.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.42,34.06,640.0,52.0,6.871,500001.0,1881.0,334.0,321.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.42,34.05,1698.0,38.0,4.8304,500001.0,4888.0,1126.0,937.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.43,34.05,727.0,52.0,6.7115,500001.0,1693.0,290.0,305.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.43,34.05,1613.0,24.0,3.9673,477300.0,3832.0,949.0,893.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.44,34.05,2492.0,20.0,4.1141,305000.0,5943.0,1538.0,1429.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Beverly Hills,-118.44,34.05,1588.0,22.0,4.8618,500001.0,3970.0,871.0,791.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.43,34.04,962.0,52.0,5.8587,494700.0,2425.0,435.0,412.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Santa Monica,-118.45,34.05,936.0,28.0,2.1875,181300.0,801.0,399.0,406.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$100k - $200k
Santa Monica,-118.45,34.04,1848.0,22.0,3.6673,283300.0,3319.0,1045.0,940.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Santa Monica,-118.45,34.04,2031.0,23.0,2.7679,277500.0,3771.0,1321.0,1241.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Santa Monica,-118.46,34.05,3136.0,25.0,2.6509,410000.0,6902.0,2138.0,1844.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Santa Monica,-118.45,34.05,2103.0,23.0,3.7549,275000.0,4099.0,1287.0,1217.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Santa Monica,-118.46,34.04,1820.0,19.0,3.2663,337500.0,3522.0,1036.0,977.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Santa Monica,-118.47,34.04,2719.0,21.0,3.5335,268800.0,5041.0,1491.0,1420.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Santa Monica,-118.45,34.04,1837.0,19.0,3.0173,393800.0,3330.0,1010.0,915.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Santa Monica,-118.46,34.04,1390.0,25.0,3.0069,325000.0,2142.0,718.0,699.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Santa Monica,-118.46,34.04,1558.0,25.0,3.6976,360000.0,2768.0,850.0,784.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Santa Monica,-118.46,34.04,1404.0,17.0,3.1235,420800.0,2729.0,897.0,758.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Santa Monica,-118.46,34.04,1632.0,31.0,3.287,348100.0,2621.0,707.0,673.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Santa Monica,-118.45,34.04,1435.0,21.0,3.9489,360200.0,2819.0,648.0,593.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Santa Monica,-118.45,34.03,520.0,45.0,2.6528,300000.0,727.0,168.0,175.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Santa Monica,-118.45,34.03,931.0,39.0,3.7813,336300.0,1657.0,402.0,363.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.04,14.0,49.0,2.1875,225000.0,32.0,7.0,7.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.44,34.04,3.0,16.0,0.536,350000.0,18.0,6.0,4.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.04,1535.0,31.0,3.0714,347800.0,2670.0,662.0,631.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.43,34.04,735.0,52.0,5.2954,485100.0,1782.0,308.0,307.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.42,34.04,639.0,46.0,4.925,409800.0,1508.0,276.0,273.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.43,34.04,1115.0,42.0,4.5833,427500.0,2725.0,569.0,516.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.41,34.05,3026.0,16.0,5.8758,500001.0,9728.0,2211.0,1899.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.42,34.05,1124.0,33.0,5.0151,500001.0,2921.0,652.0,608.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.42,34.05,981.0,52.0,7.8164,500001.0,2533.0,402.0,386.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.4,34.05,1518.0,26.0,5.0762,500001.0,4473.0,923.0,805.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.4,34.04,720.0,40.0,9.272,500001.0,2079.0,268.0,282.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.4,34.04,420.0,42.0,12.8483,500001.0,1298.0,174.0,190.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.4,34.03,871.0,36.0,8.1484,500001.0,1831.0,296.0,269.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.41,34.03,994.0,33.0,3.7277,500001.0,1730.0,386.0,363.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.41,34.04,228.0,49.0,8.0239,500001.0,601.0,95.0,106.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.39,34.05,1047.0,35.0,4.0283,412500.0,2458.0,576.0,554.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.39,34.05,1253.0,42.0,5.222,500001.0,3105.0,559.0,531.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.4,34.05,859.0,34.0,3.6953,500001.0,2113.0,459.0,432.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.39,34.05,1139.0,25.0,4.0153,460000.0,2814.0,701.0,658.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.41,34.04,681.0,52.0,10.9805,500001.0,1907.0,261.0,249.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.41,34.04,800.0,52.0,11.1768,500001.0,2113.0,332.0,327.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.41,34.03,1234.0,36.0,5.1637,500001.0,3053.0,635.0,577.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.42,34.04,771.0,51.0,6.626,500001.0,1975.0,348.0,357.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.42,34.04,574.0,52.0,5.6454,500001.0,1358.0,272.0,267.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.39,34.04,834.0,45.0,7.3028,500001.0,2089.0,312.0,305.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.39,34.04,635.0,44.0,5.5951,461300.0,1873.0,286.0,283.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.4,34.04,1398.0,43.0,8.5938,500001.0,3863.0,537.0,511.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.4,34.05,394.0,43.0,10.4519,500001.0,1028.0,145.0,149.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Beverly Hills,-118.39,34.05,577.0,42.0,6.6368,500001.0,1467.0,203.0,204.0,<1H OCEAN,97.93,65.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.38,34.04,1794.0,35.0,2.2961,207700.0,2237.0,592.0,543.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.38,34.04,2120.0,31.0,2.7226,254200.0,2846.0,727.0,672.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.38,34.04,254.0,45.0,6.2895,340400.0,767.0,130.0,118.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.38,34.04,2054.0,36.0,2.0437,309100.0,3005.0,771.0,758.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.38,34.04,1665.0,39.0,3.4063,271600.0,2614.0,569.0,553.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.39,34.04,85.0,41.0,4.125,237500.0,101.0,23.0,30.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.39,34.04,666.0,52.0,4.7386,340400.0,1492.0,277.0,289.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.39,34.04,669.0,49.0,3.9038,308300.0,1230.0,279.0,269.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.39,34.03,1161.0,28.0,3.2228,232500.0,1722.0,536.0,481.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.39,34.03,1890.0,25.0,3.0574,319400.0,3442.0,1050.0,914.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.4,34.03,491.0,24.0,3.2222,319400.0,1101.0,318.0,287.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.4,34.03,520.0,43.0,6.5669,372800.0,1006.0,201.0,199.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.41,34.03,2435.0,26.0,2.8418,327300.0,4376.0,1394.0,1250.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.4,34.02,3870.0,19.0,3.116,300000.0,7297.0,2331.0,2144.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.4,34.02,397.0,27.0,2.4135,184400.0,515.0,201.0,228.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$100k - $200k
Culver City,-118.41,34.03,1764.0,24.0,3.1642,366700.0,3711.0,1192.0,1147.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.41,34.02,1322.0,24.0,3.5022,281300.0,2610.0,756.0,692.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.41,34.02,3390.0,16.0,3.0965,320000.0,5825.0,1866.0,1752.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.39,34.03,746.0,19.0,3.1415,55000.0,1450.0,509.0,437.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,<= $100k
Culver City,-118.4,34.03,3397.0,13.0,3.4058,275000.0,6152.0,1978.0,1845.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.38,34.03,1756.0,36.0,2.9344,222100.0,2101.0,569.0,527.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.39,34.03,1237.0,39.0,3.7206,230900.0,1366.0,375.0,370.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.37,34.04,514.0,43.0,3.1827,202800.0,888.0,170.0,161.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.37,34.04,1094.0,42.0,2.767,143000.0,1809.0,424.0,382.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$100k - $200k
Culver City,-118.38,34.03,705.0,43.0,2.6402,185700.0,912.0,255.0,246.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$100k - $200k
Culver City,-118.37,34.04,442.0,25.0,2.25,333300.0,542.0,161.0,131.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.37,34.04,727.0,43.0,4.0781,289400.0,1465.0,278.0,290.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.42,34.03,637.0,45.0,5.0866,427300.0,1262.0,223.0,221.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.43,34.03,788.0,45.0,5.2099,373600.0,1740.0,311.0,306.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.43,34.03,855.0,39.0,3.2308,340800.0,1733.0,429.0,387.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.43,34.03,894.0,26.0,3.1875,372700.0,1706.0,516.0,435.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.42,34.03,358.0,44.0,3.3542,344200.0,904.0,176.0,158.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.03,1349.0,25.0,3.2396,352400.0,2059.0,659.0,588.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.43,34.03,867.0,36.0,3.6467,346700.0,1552.0,388.0,352.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.03,488.0,37.0,3.625,357600.0,1193.0,205.0,224.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.03,489.0,37.0,4.2434,331000.0,975.0,189.0,202.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.03,606.0,30.0,3.125,343800.0,1039.0,303.0,274.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Santa Monica,-118.45,34.03,711.0,41.0,3.3482,318100.0,1240.0,320.0,304.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Santa Monica,-118.45,34.03,993.0,41.0,4.0231,353900.0,2083.0,528.0,481.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.03,561.0,41.0,4.2411,350900.0,1164.0,265.0,251.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.02,783.0,37.0,6.2583,386000.0,1592.0,308.0,321.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.01,651.0,43.0,4.5795,400000.0,1408.0,246.0,240.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.01,534.0,41.0,5.1708,418800.0,1309.0,221.0,228.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Santa Monica,-118.45,34.01,626.0,37.0,5.8666,440100.0,1328.0,250.0,228.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Santa Monica,-118.45,34.01,559.0,40.0,6.3516,354300.0,1361.0,240.0,229.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Santa Monica,-118.45,34.01,1123.0,36.0,6.4755,405800.0,2424.0,418.0,417.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.44,34.02,921.0,32.0,4.0429,500001.0,2242.0,490.0,461.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.43,34.01,675.0,43.0,5.3403,489800.0,1487.0,242.0,247.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.44,34.02,1321.0,39.0,6.2917,465700.0,3278.0,632.0,617.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.43,34.02,830.0,38.0,3.9091,500001.0,2172.0,437.0,368.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.43,34.02,634.0,42.0,8.1631,500001.0,1528.0,244.0,242.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.43,34.02,1001.0,41.0,4.3906,500001.0,2403.0,516.0,514.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.42,34.03,326.0,44.0,4.5278,374300.0,629.0,131.0,156.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.41,34.03,2165.0,20.0,3.6019,463600.0,4374.0,1311.0,1185.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.42,34.02,1423.0,21.0,3.6488,340800.0,3244.0,815.0,781.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.42,34.02,973.0,34.0,4.9676,414100.0,2243.0,444.0,413.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.42,34.02,1248.0,28.0,3.1941,394700.0,3167.0,737.0,665.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.42,34.02,2626.0,34.0,2.2402,450000.0,2995.0,942.0,947.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.41,34.02,805.0,34.0,3.3462,307000.0,1430.0,357.0,362.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.42,34.02,1655.0,22.0,3.1746,348800.0,3292.0,1134.0,898.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.42,34.02,1745.0,26.0,3.4269,301900.0,2664.0,842.0,789.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.41,34.02,1161.0,35.0,3.725,310000.0,1728.0,442.0,420.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.41,34.02,2636.0,19.0,3.3955,225000.0,4702.0,1472.0,1334.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.41,34.02,1594.0,27.0,3.0833,315500.0,2224.0,618.0,625.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.42,34.01,1280.0,33.0,4.7083,420100.0,2731.0,535.0,510.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.42,34.01,703.0,32.0,3.5667,394000.0,1300.0,356.0,311.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.43,34.01,2242.0,27.0,2.697,412500.0,3133.0,1021.0,1002.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.43,34.01,746.0,41.0,6.4232,446600.0,1527.0,279.0,285.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.43,34.01,1046.0,31.0,4.7009,500001.0,2526.0,528.0,504.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.44,34.01,907.0,42.0,6.0804,420000.0,2061.0,396.0,393.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
Culver City,-118.44,34.0,821.0,44.0,2.599,362200.0,1462.0,338.0,341.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.0,835.0,44.0,4.75,355800.0,1798.0,353.0,314.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Santa Monica,-118.45,34.0,867.0,39.0,4.7,334700.0,1909.0,359.0,345.0,<1H OCEAN,98.44,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.0,806.0,40.0,3.875,321300.0,1287.0,346.0,311.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.43,34.0,1341.0,30.0,3.3995,324000.0,2148.0,597.0,559.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.44,34.0,3335.0,22.0,3.1579,243100.0,5822.0,1707.0,1585.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$200k - $300k
Culver City,-118.44,34.0,874.0,41.0,4.1083,324300.0,1562.0,377.0,368.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.42,34.01,952.0,42.0,3.099,335400.0,1594.0,369.0,362.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.42,34.01,960.0,29.0,3.6611,344200.0,1996.0,489.0,449.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,$300k - $400k
Culver City,-118.42,34.0,1002.0,31.0,3.9798,458600.0,1930.0,456.0,410.0,<1H OCEAN,98.53,70.0,0.0,11.5,clear sky,Los Angeles,3847918.0,219625.0,>$400k
