City,Longitude,Lattitude,Population,Median Age,Median Income,Median House Value,Total Rooms,Bedrooms,Households,Ocean Proximity
Fresno,-119.82,36.78,761.0,36.0,2.6055,69200.0,1582.0,313.0,318.0,INLAND
Fresno,-119.82,36.79,709.0,35.0,2.6522,65900.0,1474.0,291.0,294.0,INLAND
Fresno,-119.82,36.79,3415.0,18.0,1.6854,64700.0,5822.0,1439.0,1224.0,INLAND
Fresno,-119.81,36.79,954.0,35.0,2.9506,73800.0,2314.0,443.0,457.0,INLAND
Fresno,-119.79,36.79,1806.0,33.0,1.9386,67500.0,3433.0,785.0,783.0,INLAND
Fresno,-119.79,36.78,1131.0,38.0,2.03,58800.0,1912.0,456.0,408.0,INLAND
Fresno,-119.8,36.78,874.0,43.0,3.5542,96500.0,2382.0,431.0,380.0,INLAND
Fresno,-119.81,36.79,1118.0,39.0,2.4167,71900.0,2471.0,460.0,431.0,INLAND
Fresno,-119.8,36.79,471.0,45.0,5.187,153800.0,1337.0,187.0,187.0,INLAND
Fresno,-119.79,36.81,1155.0,35.0,3.069,69600.0,1877.0,328.0,353.0,INLAND
Fresno,-119.78,36.8,1243.0,34.0,1.8514,66500.0,2200.0,493.0,431.0,INLAND
Fresno,-119.79,36.8,852.0,27.0,3.32,124700.0,2462.0,484.0,449.0,INLAND
Fresno,-119.79,36.81,494.0,33.0,4.25,132200.0,1461.0,261.0,254.0,INLAND
Fresno,-119.77,36.79,1141.0,34.0,3.2642,89600.0,2679.0,460.0,470.0,INLAND
Fresno,-119.78,36.78,959.0,31.0,2.3293,73400.0,2164.0,456.0,463.0,INLAND
Fresno,-119.79,36.79,909.0,26.0,2.256,64500.0,1700.0,423.0,386.0,INLAND
Fresno,-119.79,36.79,960.0,19.0,1.5122,47500.0,1524.0,448.0,386.0,INLAND
Fresno,-119.78,36.79,966.0,33.0,2.9301,68300.0,2260.0,440.0,413.0,INLAND
Fresno,-119.76,36.79,1976.0,26.0,2.1544,72800.0,3654.0,837.0,830.0,INLAND
Fresno,-119.76,36.78,2768.0,30.0,2.1383,78800.0,6117.0,1330.0,1224.0,INLAND
Fresno,-119.77,36.79,1076.0,27.0,2.9937,81100.0,2258.0,427.0,423.0,INLAND
Fresno,-119.76,36.79,1261.0,32.0,3.3281,75100.0,2463.0,468.0,486.0,INLAND
Clovis,-119.74,36.79,1614.0,28.0,2.1573,71400.0,2857.0,619.0,592.0,INLAND
Fresno,-119.75,36.78,1981.0,28.0,2.293,71700.0,3257.0,752.0,712.0,INLAND
Fresno,-119.76,36.8,1781.0,29.0,2.5893,70900.0,3494.0,662.0,616.0,INLAND
Fresno,-119.77,36.8,1507.0,32.0,2.9244,84600.0,3461.0,665.0,649.0,INLAND
Fresno,-119.78,36.8,1938.0,34.0,2.8994,66000.0,3426.0,623.0,647.0,INLAND
Fresno,-119.76,36.8,2795.0,20.0,2.2094,83700.0,6257.0,1346.0,1267.0,INLAND
Fresno,-119.77,36.8,1827.0,24.0,2.7222,83100.0,3748.0,770.0,719.0,INLAND
Clovis,-119.74,36.8,5466.0,18.0,2.4678,74300.0,10862.0,2401.0,2209.0,INLAND
Clovis,-119.75,36.8,1257.0,25.0,2.3333,90600.0,2718.0,504.0,465.0,INLAND
Clovis,-119.75,36.8,1894.0,30.0,2.197,74500.0,3308.0,662.0,648.0,INLAND
Clovis,-119.76,36.81,4638.0,19.0,1.2716,69400.0,4643.0,1429.0,1335.0,INLAND
Fresno,-119.77,36.81,661.0,25.0,3.4279,84700.0,1565.0,271.0,275.0,INLAND
Clovis,-119.76,36.82,3056.0,17.0,2.3375,99300.0,6932.0,1486.0,1453.0,INLAND
Fresno,-119.77,36.81,663.0,28.0,3.567,85500.0,1713.0,302.0,282.0,INLAND
Clovis,-119.78,36.83,1817.0,18.0,4.2153,95200.0,4164.0,741.0,681.0,INLAND
Clovis,-119.76,36.83,1234.0,22.0,4.5179,99600.0,2803.0,438.0,457.0,INLAND
Clovis,-119.76,36.83,1360.0,20.0,5.2595,110900.0,3214.0,446.0,463.0,INLAND
Clovis,-119.77,36.83,1378.0,19.0,4.7804,101100.0,3237.0,507.0,510.0,INLAND
Clovis,-119.77,36.83,1034.0,16.0,5.0635,108500.0,2360.0,355.0,359.0,INLAND
Clovis,-119.76,36.83,1888.0,17.0,4.0196,84200.0,3690.0,628.0,601.0,INLAND
Clovis,-119.75,36.83,1411.0,15.0,4.9292,109400.0,2793.0,436.0,441.0,INLAND
Clovis,-119.74,36.83,2235.0,14.0,4.1098,108200.0,4675.0,829.0,787.0,INLAND
Clovis,-119.77,36.91,2878.0,3.0,5.3272,174200.0,7520.0,1143.0,1077.0,INLAND
Clovis,-119.75,36.87,5226.0,3.0,5.0941,143700.0,13802.0,2244.0,1972.0,INLAND
Clovis,-119.74,36.85,4432.0,3.0,3.9032,140800.0,10425.0,2121.0,1778.0,INLAND
Clovis,-119.7,36.94,649.0,15.0,2.4861,86300.0,1449.0,277.0,265.0,INLAND
Clovis,-119.71,36.88,992.0,17.0,6.9405,165200.0,2236.0,315.0,312.0,INLAND
Clovis,-119.69,36.86,786.0,20.0,4.0,164600.0,1676.0,263.0,240.0,INLAND
Clovis,-119.69,36.85,1081.0,20.0,4.5398,143100.0,2655.0,432.0,379.0,INLAND
Clovis,-119.67,36.89,1280.0,15.0,5.308,167500.0,2373.0,364.0,386.0,INLAND
Clovis,-119.7,36.83,1885.0,23.0,2.5904,71400.0,3532.0,756.0,758.0,INLAND
Clovis,-119.7,36.82,1482.0,25.0,2.3173,68200.0,2379.0,540.0,484.0,INLAND
Clovis,-119.7,36.81,1570.0,32.0,2.7159,68000.0,2623.0,528.0,492.0,INLAND
Clovis,-119.71,36.83,623.0,5.0,1.8061,113400.0,1087.0,338.0,362.0,INLAND
Clovis,-119.71,36.83,1228.0,15.0,3.5078,109000.0,2727.0,500.0,436.0,INLAND
Clovis,-119.73,36.83,1584.0,14.0,5.0828,111400.0,3348.0,491.0,493.0,INLAND
Clovis,-119.71,36.82,1320.0,12.0,2.3381,112500.0,2144.0,568.0,566.0,INLAND
Clovis,-119.71,36.81,1034.0,19.0,1.6618,69700.0,2282.0,550.0,500.0,INLAND
Clovis,-119.71,36.81,557.0,19.0,1.7969,72800.0,1648.0,368.0,354.0,INLAND
Clovis,-119.72,36.81,780.0,28.0,2.9453,72200.0,1651.0,305.0,309.0,INLAND
Clovis,-119.73,36.81,994.0,19.0,2.7778,79700.0,1699.0,356.0,368.0,INLAND
Clovis,-119.72,36.82,1054.0,16.0,1.9483,112500.0,2627.0,613.0,623.0,INLAND
Clovis,-119.72,36.82,550.0,15.0,2.2639,52500.0,946.0,239.0,246.0,INLAND
Clovis,-119.69,36.83,1040.0,7.0,3.9943,100200.0,2075.0,353.0,362.0,INLAND
Clovis,-119.69,36.83,475.0,8.0,4.9327,89500.0,943.0,189.0,155.0,INLAND
Clovis,-119.69,36.83,898.0,28.0,3.1814,78900.0,1868.0,350.0,329.0,INLAND
Clovis,-119.67,36.83,1003.0,3.0,4.4356,111300.0,2029.0,336.0,340.0,INLAND
Clovis,-119.67,36.83,1024.0,4.0,5.0864,113700.0,2145.0,334.0,308.0,INLAND
Clovis,-119.68,36.83,1110.0,11.0,6.1133,120000.0,2455.0,344.0,339.0,INLAND
Clovis,-119.67,36.82,1133.0,2.0,4.5577,123300.0,2579.0,376.0,342.0,INLAND
Clovis,-119.67,36.81,622.0,4.0,4.9432,114400.0,1262.0,216.0,199.0,INLAND
Clovis,-119.68,36.81,1356.0,13.0,5.0253,106200.0,2589.0,413.0,435.0,INLAND
Clovis,-119.69,36.82,1207.0,17.0,1.8021,55900.0,1897.0,433.0,384.0,INLAND
Clovis,-119.69,36.82,1687.0,15.0,4.81,93600.0,3303.0,512.0,505.0,INLAND
Clovis,-119.68,36.81,1536.0,16.0,3.9792,88900.0,2668.0,454.0,457.0,INLAND
Clovis,-119.69,36.81,994.0,13.0,2.5446,93800.0,1524.0,366.0,370.0,INLAND
Clovis,-119.69,36.81,1634.0,15.0,4.4934,88000.0,2892.0,496.0,501.0,INLAND
Clovis,-119.68,36.8,1748.0,7.0,4.2066,88400.0,2855.0,518.0,498.0,INLAND
Clovis,-119.69,36.8,1306.0,31.0,3.2813,68700.0,2576.0,458.0,418.0,INLAND
Clovis,-119.67,36.8,1632.0,9.0,6.011,163100.0,3712.0,508.0,474.0,INLAND
Clovis,-119.69,36.79,993.0,13.0,3.7697,83600.0,1736.0,313.0,314.0,INLAND
Clovis,-119.69,36.79,1207.0,15.0,2.7404,76300.0,2524.0,451.0,424.0,INLAND
Clovis,-119.69,36.77,1720.0,22.0,2.6875,60600.0,2456.0,496.0,417.0,INLAND
Clovis,-119.69,36.79,1490.0,5.0,4.0993,83000.0,2613.0,476.0,481.0,INLAND
Clovis,-119.68,36.77,583.0,21.0,6.0132,150800.0,1260.0,182.0,205.0,INLAND
Clovis,-119.64,36.85,1258.0,15.0,4.9904,157300.0,2397.0,353.0,347.0,INLAND
Clovis,-119.64,36.82,2085.0,14.0,5.6739,173800.0,4872.0,656.0,617.0,INLAND
Clovis,-119.63,36.79,517.0,19.0,4.526,148700.0,1317.0,189.0,187.0,INLAND
Sanger,-119.63,36.76,1795.0,22.0,4.925,154700.0,4126.0,614.0,613.0,INLAND
Sanger,-119.63,36.7,617.0,42.0,3.0833,133300.0,1338.0,215.0,222.0,INLAND
Sanger,-119.53,36.78,1372.0,20.0,4.5625,136900.0,2822.0,479.0,455.0,INLAND
Clovis,-119.58,36.83,2473.0,13.0,5.4895,156700.0,6135.0,863.0,774.0,INLAND
Sanger,-119.58,36.77,1760.0,19.0,4.0227,126500.0,3225.0,548.0,542.0,INLAND
Sanger,-119.59,36.72,621.0,18.0,4.5375,130600.0,1284.0,193.0,190.0,INLAND
Sanger,-119.5,36.74,531.0,20.0,4.5938,106900.0,1089.0,208.0,212.0,INLAND
Sanger,-119.57,36.72,1248.0,11.0,3.6161,99500.0,2510.0,460.0,445.0,INLAND
Sanger,-119.56,36.71,1208.0,29.0,2.5741,73000.0,1963.0,392.0,398.0,INLAND
Sanger,-119.56,36.71,1173.0,37.0,2.181,59900.0,1609.0,374.0,344.0,INLAND
Sanger,-119.57,36.71,958.0,10.0,2.6458,84800.0,1657.0,359.0,380.0,INLAND
Sanger,-119.57,36.7,899.0,34.0,2.6823,72900.0,1759.0,354.0,337.0,INLAND
Sanger,-119.56,36.7,1135.0,40.0,2.1182,58900.0,1195.0,326.0,315.0,INLAND
Sanger,-119.55,36.7,1371.0,31.0,2.3687,63900.0,1671.0,372.0,347.0,INLAND
Sanger,-119.57,36.7,1248.0,30.0,3.1442,72300.0,2370.0,412.0,410.0,INLAND
Sanger,-119.57,36.7,974.0,7.0,3.7261,83900.0,1761.0,309.0,308.0,INLAND
Sanger,-119.58,36.69,812.0,42.0,1.9766,58100.0,1032.0,215.0,225.0,INLAND
Sanger,-119.55,36.69,1519.0,21.0,1.7132,55900.0,1551.0,423.0,406.0,INLAND
Sanger,-119.54,36.7,1665.0,20.0,2.2448,58900.0,1815.0,375.0,357.0,INLAND
Sanger,-119.55,36.71,2052.0,32.0,1.9076,55800.0,1963.0,508.0,518.0,INLAND
Sanger,-119.55,36.72,1135.0,6.0,2.1515,63900.0,1186.0,234.0,218.0,INLAND
Sanger,-119.52,36.71,1120.0,21.0,2.59,69300.0,1834.0,321.0,314.0,INLAND
Sanger,-119.47,36.69,1578.0,19.0,3.2917,160100.0,3351.0,589.0,542.0,INLAND
Reedley,-119.41,36.68,945.0,18.0,3.4044,115300.0,1802.0,332.0,292.0,INLAND
Reedley,-119.43,36.63,904.0,25.0,3.625,107600.0,1784.0,312.0,303.0,INLAND
Reedley,-119.39,36.64,578.0,38.0,2.3618,80000.0,949.0,190.0,187.0,INLAND
Dinuba,-119.4,36.59,977.0,37.0,3.5074,93800.0,1486.0,296.0,290.0,INLAND
Clovis,-119.49,37.1,1564.0,24.0,2.3359,92400.0,2532.0,555.0,507.0,INLAND
Clovis,-119.61,36.94,315.0,14.0,4.2679,151800.0,863.0,151.0,135.0,INLAND
Clovis,-119.57,37.02,2140.0,16.0,3.332,111800.0,4199.0,794.0,722.0,INLAND
Clovis,-119.48,37.0,1467.0,16.0,3.1736,111800.0,2904.0,551.0,509.0,INLAND
Sanger,-119.46,36.91,1184.0,12.0,3.9141,123900.0,2980.0,495.0,429.0,INLAND
Orange Cove,-119.33,36.89,755.0,15.0,2.0,83300.0,1879.0,411.0,294.0,INLAND
Orange Cove,-119.21,37.25,335.0,44.0,4.1838,85600.0,3042.0,697.0,115.0,INLAND
Orange Cove,-118.94,37.13,1006.0,12.0,4.1563,94000.0,2255.0,472.0,334.0,INLAND
Clovis,-119.4,37.09,773.0,22.0,3.3269,102700.0,2211.0,477.0,288.0,INLAND
Sanger,-119.34,37.12,64.0,23.0,3.875,125000.0,1881.0,380.0,37.0,INLAND
Orange Cove,-119.28,37.11,171.0,34.0,3.0729,144600.0,1901.0,394.0,73.0,INLAND
Sanger,-119.32,37.06,276.0,15.0,5.1314,179200.0,3111.0,651.0,107.0,INLAND
Orange Cove,-118.91,36.79,187.0,19.0,3.7857,78600.0,1616.0,324.0,80.0,INLAND
Orange Cove,-119.24,36.8,975.0,17.0,2.6902,94400.0,2052.0,405.0,340.0,INLAND
Orange Cove,-119.25,36.71,1385.0,13.0,2.2202,100000.0,2813.0,579.0,512.0,INLAND
Orange Cove,-119.12,36.69,1905.0,13.0,2.2278,90500.0,3963.0,812.0,671.0,INLAND
Orange Cove,-119.34,36.62,1148.0,26.0,2.6058,92200.0,1922.0,339.0,332.0,INLAND
Orange Cove,-119.31,36.63,1834.0,26.0,1.6486,55200.0,1874.0,416.0,432.0,INLAND
Orange Cove,-119.31,36.62,1544.0,33.0,1.7292,52000.0,1485.0,374.0,329.0,INLAND
Orange Cove,-119.32,36.62,1070.0,15.0,1.5642,51500.0,1070.0,256.0,243.0,INLAND
Orange Cove,-119.31,36.62,947.0,25.0,1.4481,51700.0,831.0,230.0,244.0,INLAND
Reedley,-119.43,36.61,1296.0,19.0,2.4219,65800.0,1484.0,296.0,298.0,INLAND
Reedley,-119.44,36.6,2505.0,5.0,2.2863,69200.0,2353.0,608.0,573.0,INLAND
Reedley,-119.44,36.6,579.0,34.0,2.0417,72500.0,864.0,184.0,171.0,INLAND
Reedley,-119.45,36.6,247.0,42.0,2.5,73000.0,510.0,88.0,99.0,INLAND
Reedley,-119.46,36.61,719.0,13.0,3.625,108300.0,1348.0,258.0,246.0,INLAND
Reedley,-119.44,36.61,775.0,17.0,3.9073,91600.0,1531.0,280.0,246.0,INLAND
Reedley,-119.43,36.59,1266.0,15.0,1.767,63300.0,1371.0,306.0,309.0,INLAND
Reedley,-119.44,36.59,761.0,32.0,2.825,67600.0,1153.0,236.0,241.0,INLAND
Reedley,-119.45,36.6,1430.0,36.0,1.8975,60900.0,2294.0,489.0,454.0,INLAND
Reedley,-119.44,36.59,1331.0,28.0,1.516,56700.0,1343.0,330.0,305.0,INLAND
Reedley,-119.46,36.6,754.0,18.0,3.9844,118100.0,1404.0,226.0,229.0,INLAND
Reedley,-119.45,36.59,1171.0,41.0,1.6875,66100.0,1749.0,342.0,314.0,INLAND
Reedley,-119.45,36.58,753.0,18.0,3.7813,87300.0,1425.0,280.0,266.0,INLAND
Reedley,-119.45,36.59,572.0,28.0,3.825,84200.0,1274.0,215.0,202.0,INLAND
Parlier,-119.55,36.6,1638.0,18.0,2.309,57100.0,2379.0,448.0,436.0,INLAND
Parlier,-119.54,36.61,1474.0,20.0,1.4937,54700.0,1490.0,318.0,326.0,INLAND
Parlier,-119.55,36.61,3535.0,14.0,1.586,56900.0,3004.0,793.0,735.0,INLAND
Parlier,-119.5,36.62,1018.0,34.0,2.2206,63400.0,1440.0,267.0,265.0,INLAND
Reedley,-119.49,36.58,867.0,21.0,1.9913,95300.0,2106.0,410.0,380.0,INLAND
Parlier,-119.52,36.61,1065.0,33.0,1.8958,55100.0,1225.0,275.0,248.0,INLAND
Parlier,-119.53,36.61,730.0,33.0,1.5625,55800.0,587.0,170.0,162.0,INLAND
Sanger,-119.6,36.66,1056.0,27.0,1.6094,55200.0,1388.0,296.0,284.0,INLAND
Parlier,-119.59,36.64,798.0,27.0,3.0521,113800.0,823.0,171.0,200.0,INLAND
Parlier,-119.53,36.65,1056.0,43.0,2.5562,93200.0,1676.0,320.0,276.0,INLAND
Selma,-119.63,36.6,1102.0,33.0,1.9676,62400.0,1589.0,294.0,307.0,INLAND
Selma,-119.62,36.58,1652.0,13.0,2.6858,62400.0,1788.0,405.0,411.0,INLAND
Selma,-119.59,36.57,911.0,19.0,3.5987,131700.0,1733.0,303.0,281.0,INLAND
Selma,-119.6,36.58,919.0,28.0,2.8287,73100.0,1452.0,300.0,308.0,INLAND
Selma,-119.61,36.58,788.0,29.0,2.6974,73000.0,1312.0,280.0,271.0,INLAND
Selma,-119.62,36.59,1330.0,17.0,4.0197,88000.0,2287.0,390.0,393.0,INLAND
Selma,-119.61,36.59,1443.0,10.0,2.2727,92700.0,2842.0,620.0,576.0,INLAND
Selma,-119.6,36.57,1347.0,42.0,2.5556,69700.0,2311.0,439.0,436.0,INLAND
Selma,-119.6,36.57,1205.0,33.0,1.8333,68300.0,1923.0,403.0,389.0,INLAND
Selma,-119.61,36.57,1359.0,42.0,1.5833,65100.0,2242.0,521.0,483.0,INLAND
Selma,-119.63,36.58,1127.0,22.0,1.2647,55300.0,1794.0,435.0,359.0,INLAND
Selma,-119.6,36.56,737.0,36.0,1.4415,54400.0,738.0,168.0,186.0,INLAND
Selma,-119.64,36.56,363.0,34.0,2.0658,92500.0,576.0,117.0,97.0,INLAND
Selma,-119.61,36.56,1886.0,34.0,1.625,53000.0,1911.0,497.0,481.0,INLAND
Selma,-119.62,36.56,1467.0,30.0,1.8878,51600.0,1722.0,372.0,403.0,INLAND
Kingsburg,-119.53,36.55,1041.0,34.0,3.2917,111500.0,2065.0,343.0,313.0,INLAND
Kingsburg,-119.54,36.52,1106.0,16.0,4.2045,120900.0,2703.0,415.0,372.0,INLAND
Kingsburg,-119.55,36.51,971.0,46.0,2.2132,76600.0,1889.0,390.0,403.0,INLAND
Kingsburg,-119.56,36.51,663.0,37.0,1.6635,67000.0,1018.0,213.0,204.0,INLAND
Kingsburg,-119.56,36.51,2157.0,9.0,2.5033,70100.0,3860.0,809.0,770.0,INLAND
Kingsburg,-119.55,36.52,1042.0,31.0,3.0294,70200.0,1986.0,417.0,422.0,INLAND
Kingsburg,-119.56,36.53,1670.0,19.0,3.2019,95700.0,2746.0,495.0,518.0,INLAND
Selma,-119.73,36.56,1038.0,32.0,3.0469,82700.0,1513.0,272.0,272.0,INLAND
Selma,-119.67,36.57,868.0,32.0,2.1908,110000.0,1604.0,292.0,276.0,INLAND
Selma,-119.65,36.51,966.0,30.0,3.1333,100000.0,1671.0,319.0,282.0,INLAND
Kingsburg,-119.59,36.52,674.0,35.0,3.3214,101600.0,990.0,192.0,178.0,INLAND
Selma,-119.73,36.52,1466.0,20.0,2.5921,94200.0,1741.0,331.0,289.0,INLAND
Lemoore,-119.77,36.44,802.0,26.0,3.2083,75000.0,1727.0,289.0,259.0,INLAND
Selma,-119.69,36.46,914.0,29.0,2.8125,79200.0,1702.0,301.0,280.0,INLAND
Hanford,-119.69,36.43,1278.0,29.0,1.7813,57900.0,1799.0,356.0,387.0,INLAND
Fresno,-119.87,36.54,818.0,34.0,2.4044,72500.0,1370.0,287.0,269.0,INLAND
Selma,-119.79,36.55,999.0,32.0,2.0216,76800.0,1393.0,276.0,245.0,INLAND
Selma,-119.81,36.51,767.0,31.0,2.7321,83600.0,1241.0,254.0,226.0,INLAND
Fresno,-119.84,36.54,702.0,19.0,2.4375,78200.0,1310.0,241.0,217.0,INLAND
Fresno,-119.83,36.54,979.0,31.0,2.5208,60000.0,1732.0,332.0,294.0,INLAND
Fresno,-119.89,36.64,716.0,34.0,2.975,90000.0,1422.0,237.0,222.0,INLAND
Kerman,-119.97,36.57,1425.0,17.0,2.0313,69400.0,1497.0,308.0,247.0,INLAND
Fresno,-119.9,36.58,1319.0,20.0,2.4814,74600.0,1935.0,363.0,359.0,INLAND
Fresno,-119.81,36.6,1291.0,24.0,2.4006,76400.0,2246.0,462.0,394.0,INLAND
Lemoore,-119.86,36.45,1416.0,19.0,2.4474,75600.0,2439.0,462.0,469.0,INLAND
Lemoore,-119.86,36.43,683.0,34.0,1.7176,58400.0,1175.0,251.0,261.0,INLAND
Lemoore,-119.85,36.43,1146.0,23.0,2.8913,60900.0,1824.0,354.0,362.0,INLAND
Lemoore,-119.97,36.44,772.0,18.0,2.1771,39200.0,1128.0,237.0,220.0,INLAND
Lemoore,-120.08,36.34,2030.0,18.0,2.1153,112500.0,1524.0,414.0,356.0,INLAND
Avenal,-120.1,36.16,715.0,17.0,2.3295,55000.0,598.0,160.0,146.0,INLAND
Avenal,-120.1,36.21,1708.0,12.0,1.5086,64700.0,1462.0,356.0,367.0,INLAND
Avenal,-120.09,36.19,2809.0,12.0,1.4191,55100.0,1923.0,559.0,535.0,INLAND
Coalinga,-120.27,36.29,1376.0,11.0,2.4398,87500.0,1337.0,412.0,318.0,INLAND
Coalinga,-120.43,36.18,218.0,29.0,2.1458,104200.0,579.0,116.0,99.0,INLAND
Coalinga,-120.37,36.16,310.0,36.0,3.0658,65000.0,613.0,124.0,124.0,INLAND
Coalinga,-120.36,36.14,622.0,18.0,1.8264,62000.0,1206.0,274.0,217.0,INLAND
Coalinga,-120.38,36.15,1200.0,17.0,2.7461,70000.0,2279.0,448.0,420.0,INLAND
Coalinga,-120.37,36.13,1335.0,10.0,3.2639,86400.0,2522.0,533.0,493.0,INLAND
Coalinga,-120.37,36.15,868.0,34.0,4.381,86300.0,2084.0,339.0,347.0,INLAND
Coalinga,-120.35,36.16,846.0,18.0,2.7792,85300.0,1519.0,296.0,272.0,INLAND
Coalinga,-120.35,36.14,1484.0,9.0,1.7075,60400.0,2671.0,647.0,541.0,INLAND
Coalinga,-120.36,36.13,1306.0,29.0,3.0134,55500.0,1938.0,434.0,415.0,INLAND
Mendota,-120.31,36.65,514.0,24.0,2.25,76600.0,943.0,209.0,156.0,INLAND
Mendota,-120.25,36.65,744.0,31.0,2.4937,66000.0,1177.0,221.0,223.0,INLAND
Kerman,-120.18,36.59,613.0,25.0,2.3026,90600.0,948.0,198.0,171.0,INLAND
Kerman,-120.19,36.61,1408.0,29.0,2.293,57200.0,1479.0,338.0,322.0,INLAND
Kerman,-120.19,36.6,931.0,25.0,1.5536,58300.0,875.0,214.0,214.0,INLAND
Kerman,-120.22,36.49,1679.0,14.0,2.4786,56000.0,1508.0,347.0,345.0,INLAND
Mendota,-120.41,36.77,1180.0,24.0,1.947,68900.0,1335.0,312.0,267.0,INLAND
Mendota,-120.67,36.72,996.0,18.0,2.5,112500.0,819.0,198.0,198.0,INLAND
Mendota,-120.51,36.55,1274.0,20.0,1.9417,38800.0,1193.0,263.0,241.0,INLAND
Mendota,-120.39,36.78,2104.0,11.0,1.7184,55200.0,1947.0,488.0,486.0,INLAND
Mendota,-120.38,36.75,1745.0,25.0,1.9056,60000.0,1689.0,495.0,457.0,INLAND
Mendota,-120.38,36.76,941.0,25.0,1.8125,58000.0,991.0,272.0,262.0,INLAND
Mendota,-120.38,36.76,1043.0,12.0,1.4038,54300.0,932.0,244.0,243.0,INLAND
Mendota,-120.46,36.87,954.0,20.0,1.3386,63000.0,1287.0,310.0,269.0,INLAND
Mendota,-120.45,36.86,539.0,34.0,2.3523,66000.0,673.0,173.0,182.0,INLAND
Mendota,-120.44,36.84,883.0,29.0,2.8182,90500.0,1563.0,293.0,288.0,INLAND
Mendota,-120.45,36.85,1681.0,20.0,2.1759,58100.0,1519.0,376.0,370.0,INLAND
Mendota,-120.51,36.86,1446.0,21.0,2.4414,71900.0,1779.0,399.0,371.0,INLAND
Mendota,-120.55,36.97,1084.0,42.0,2.3295,74400.0,1766.0,344.0,323.0,INLAND
Los Banos,-120.69,36.84,771.0,18.0,2.2083,55000.0,902.0,195.0,174.0,INLAND
Kingsburg,-119.55,36.51,26.0,46.0,4.125,67500.0,55.0,11.0,5.0,INLAND
Kingsburg,-119.54,36.51,28.0,36.0,4.625,162500.0,49.0,7.0,2.0,INLAND
Chico,-122.2,39.75,1616.0,18.0,2.0192,63700.0,2603.0,576.0,588.0,INLAND
Chico,-122.18,39.75,1885.0,30.0,1.6948,67500.0,4157.0,834.0,774.0,INLAND
Chico,-122.16,39.74,337.0,20.0,3.0469,85000.0,707.0,126.0,125.0,INLAND
Chico,-122.19,39.74,2111.0,39.0,2.3507,65600.0,4179.0,814.0,809.0,INLAND
Red Bluff,-122.25,39.79,1104.0,16.0,3.0469,72200.0,2127.0,412.0,369.0,INLAND
Chico,-122.16,39.78,562.0,32.0,2.325,69600.0,1288.0,221.0,203.0,INLAND
Chico,-122.13,39.74,668.0,20.0,2.2569,94300.0,1401.0,280.0,250.0,INLAND
Chico,-122.18,39.7,836.0,23.0,3.35,85400.0,1658.0,307.0,297.0,INLAND
Chico,-122.23,39.75,1031.0,16.0,1.9375,73100.0,2026.0,396.0,382.0,INLAND
Red Bluff,-122.74,39.71,85.0,16.0,1.6607,14999.0,255.0,73.0,38.0,INLAND
Red Bluff,-122.38,39.68,510.0,21.0,2.3851,67500.0,1155.0,210.0,175.0,INLAND
Chico,-122.14,39.65,190.0,33.0,3.6429,87500.0,419.0,77.0,67.0,INLAND
Chico,-122.18,39.55,673.0,28.0,3.25,81600.0,1471.0,259.0,246.0,INLAND
Clearlake,-122.53,39.5,658.0,25.0,2.4861,71900.0,1231.0,240.0,211.0,INLAND
Chico,-122.19,39.53,1287.0,34.0,2.165,58700.0,2679.0,533.0,505.0,INLAND
Chico,-122.2,39.53,1647.0,22.0,2.3566,71000.0,3265.0,658.0,594.0,INLAND
Chico,-122.23,39.53,1237.0,8.0,1.3708,125000.0,1268.0,336.0,326.0,INLAND
Chico,-122.22,39.51,555.0,17.0,2.1,66900.0,1201.0,268.0,277.0,INLAND
Chico,-122.2,39.52,1181.0,39.0,2.0625,63400.0,2551.0,482.0,437.0,INLAND
Chico,-122.2,39.51,1060.0,37.0,2.8333,69700.0,2358.0,413.0,424.0,INLAND
Chico,-122.19,39.5,261.0,23.0,2.1705,53000.0,462.0,97.0,90.0,INLAND
Chico,-122.04,39.72,1443.0,23.0,2.5625,70000.0,2502.0,481.0,455.0,INLAND
Chico,-122.05,39.6,958.0,34.0,2.8466,95300.0,2051.0,342.0,322.0,INLAND
Chico,-122.1,39.47,512.0,43.0,2.4917,77100.0,1320.0,215.0,197.0,INLAND
Chico,-121.94,39.45,535.0,39.0,1.832,70500.0,844.0,161.0,165.0,INLAND
Chico,-122.01,39.74,1856.0,20.0,2.1746,58700.0,2332.0,518.0,495.0,INLAND
Eureka,-124.17,40.8,392.0,52.0,0.957,60000.0,661.0,316.0,244.0,NEAR OCEAN
Eureka,-124.16,40.8,1150.0,52.0,1.7308,80500.0,2416.0,618.0,571.0,NEAR OCEAN
Eureka,-124.16,40.79,591.0,52.0,1.7778,76900.0,1264.0,277.0,284.0,NEAR OCEAN
Eureka,-124.17,40.8,891.0,52.0,1.585,75500.0,1606.0,419.0,367.0,NEAR OCEAN
Eureka,-124.17,40.8,758.0,52.0,1.8529,62500.0,1557.0,344.0,319.0,NEAR OCEAN
Eureka,-124.16,40.79,975.0,52.0,2.2566,92700.0,2148.0,421.0,430.0,NEAR OCEAN
Eureka,-124.16,40.78,837.0,50.0,2.5417,85400.0,2285.0,403.0,353.0,NEAR OCEAN
Eureka,-124.17,40.78,731.0,39.0,1.6369,68300.0,1606.0,330.0,327.0,NEAR OCEAN
