City,Longitude,latitude,Population,median_age,median_income,median_house_value,total_rooms,Bedrooms,Households,ocean_proximity,max_temp,Humidity,Cloudiness,wind_speed,Description,County,Employees,Establishments
Irvine,-117.81,33.68,913,8,5.1583,192200,1964,413,406,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.78,33.68,841,15,6.0634,234300,1834,330,309,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.78,33.68,852,14,4.6793,236800,1750,336,300,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.79,33.68,1137,13,7.2118,311500,2636,416,404,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.78,33.68,849,11,4.0187,235600,1994,477,411,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.79,33.68,928,9,5.7858,265900,1633,295,297,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.79,33.68,1002,10,8.735,375300,2106,319,332,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.8,33.67,1179,5,5.7759,240000,2638,521,480,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.8,33.67,1147,5,8.284,302500,2487,388,397,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.8,33.67,1525,4,6.7962,329100,3345,552,539,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.81,33.69,880,5,2.4233,450000,1256,256,288,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.81,33.68,788,4,4.5469,500001,1545,304,296,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.82,33.68,603,4,8.7974,360600,1346,213,219,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.82,33.68,1357,3,7.9187,333600,3068,494,486,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.82,33.67,1588,17,6.276,290700,2895,439,450,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.83,33.68,1666,4,4.1652,184500,3226,838,800,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.82,33.68,3068,3,6.1395,358000,7105,1459,1241,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.77,33.67,1913,12,4.5094,160200,4329,1068,978,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.78,33.7,597,16,5.409,233900,1663,250,204,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.79,33.7,3785,16,6.3298,247100,6259,1098,1114,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Tustin,-117.79,33.71,1641,16,6.2162,283200,3114,463,469,<1H OCEAN,95.77,58,20,10.36,few clouds,Orange,1191075,71255
Tustin,-117.79,33.71,3132,16,7.1069,313400,6339,862,825,<1H OCEAN,95.77,58,20,10.36,few clouds,Orange,1191075,71255
Irvine,-117.79,33.7,832,6,4.4286,239500,1593,371,379,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.8,33.7,735,5,5.2923,194000,1549,378,355,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.79,33.7,636,16,5.1741,227700,1416,249,244,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.79,33.69,890,15,6.5783,244800,1875,316,316,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.79,33.69,1275,16,8.7385,340000,3067,396,372,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.8,33.69,630,13,3.3438,333300,1161,289,296,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.8,33.55,821,38,4.1304,433300,1757,464,426,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.79,33.56,658,36,7.866,500001,2057,329,309,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.81,33.56,1730,24,10.9601,500001,6258,1003,752,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.8,33.55,724,35,5.8371,500001,2067,428,377,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.8,33.53,783,41,4.1591,500001,2017,489,403,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.78,33.54,520,29,2.2969,450000,1421,462,339,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.79,33.55,1915,39,3.821,452100,5066,1292,1117,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.75,33.54,3173,21,5.0907,378200,8711,1544,1396,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.77,33.51,1070,29,4.4464,500001,3590,772,603,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.77,33.55,617,28,6.7861,499100,2024,297,274,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.86,33.67,15,16,3.875,450000,20,5,5,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.82,33.67,649,15,2.5197,350000,1010,274,261,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.83,33.67,1454,17,3.7976,275000,2634,641,560,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.83,33.66,747,15,6.5356,272800,2355,438,450,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.83,33.66,515,16,5.3423,291700,1574,385,363,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.81,33.67,1831,24,6.3767,269000,3930,661,616,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.8,33.66,1022,16,4,223400,2542,498,494,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.81,33.66,635,16,10.0757,383900,1414,191,230,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.81,33.66,1192,20,5.8752,274200,2851,490,463,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.82,33.66,1605,24,6.4238,278400,4227,641,589,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.84,33.64,6083,11,2.4132,198300,6840,1689,1629,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.87,33.61,866,25,7.79,500001,2267,359,348,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.86,33.61,930,15,8.6001,500001,3191,482,447,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.88,33.55,772,27,10.1275,500001,2278,316,304,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.84,33.6,1443,21,9.0519,500001,4281,582,576,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.86,33.62,1092,23,7.9367,500001,3166,411,345,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.86,33.62,1247,17,10.1989,500001,2975,371,398,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.85,33.62,316,18,10.3893,500001,729,105,108,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.85,33.61,1505,14,7.5674,500001,4340,741,670,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.85,33.62,1865,13,15.0001,500001,5192,658,662,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.86,33.63,1175,17,5.3099,500001,3095,551,534,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.77,33.54,1134,28,7.2217,500001,3404,497,466,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.76,33.54,826,28,6.9257,466400,2250,329,323,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.77,33.54,1105,47,4.1699,373700,3090,652,582,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.77,33.53,462,46,3.2708,384700,1033,223,224,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.8,33.52,519,50,3.053,500001,1152,341,225,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.76,33.53,1176,28,7.9794,426100,3085,499,480,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.76,33.53,1310,18,8.4614,391900,3224,561,580,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.76,33.53,712,24,10.6349,500001,2105,346,332,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.77,33.53,1105,32,5.1837,445600,3116,661,543,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Laguna Beach,-117.78,33.51,515,44,6.6178,500001,1833,331,268,<1H OCEAN,91.74,63,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.84,33.66,384,5,4.5833,230400,665,171,171,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.84,33.66,857,5,3.7857,231600,1688,430,402,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.84,33.65,1030,4,2.2262,225000,1649,456,411,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.83,33.66,511,4,7.9217,296200,1011,198,198,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.83,33.65,426,9,3.7875,187500,638,266,234,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.83,33.65,950,8,4.1103,250400,2149,426,399,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.82,33.66,1049,15,6.4967,387500,2460,447,398,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.81,33.63,1798,17,8.1093,410400,4477,610,612,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.82,33.65,830,18,6.3822,362500,2105,302,286,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.8,33.63,26,8,4.1944,270800,32,9,11,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.8,33.64,1680,8,8.8693,450400,4447,713,705,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.8,33.63,1289,15,11.1121,493000,3236,451,416,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.82,33.64,808,18,9.8589,500001,1974,260,278,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.81,33.64,868,16,11.0138,442100,2404,349,329,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.81,33.64,811,4,12.3411,500001,1741,225,233,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.88,33.6,1938,31,8.8742,500001,5488,1055,964,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.87,33.6,1064,20,6.6155,500001,3212,572,526,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.87,33.6,782,35,5.1155,500000,1598,398,411,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.87,33.59,910,44,6.6544,500001,2499,396,374,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.87,33.6,1155,33,5.2949,500001,3120,602,553,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.86,33.6,635,30,6.6265,500001,1891,364,314,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.87,33.6,1275,34,4.498,482900,3415,779,718,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.89,33.6,441,36,7.8164,500001,1496,247,203,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.9,33.61,527,41,4.0764,500001,1521,328,275,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.91,33.61,952,40,4.8,500001,2790,531,424,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.91,33.6,673,37,5.1048,500001,2088,510,390,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.92,33.57,921,37,7.2988,500001,3355,492,366,NEAR OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.9,33.6,906,25,3.6538,500001,2465,585,472,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.92,33.61,539,23,3.5682,500001,1808,408,300,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.91,33.61,410,38,11.075,500001,1232,178,171,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.92,33.61,394,37,10.3682,500001,1244,173,154,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.92,33.61,316,36,10.3048,500001,1025,150,126,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.91,33.61,771,36,11.216,500001,3082,455,365,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.88,33.63,3162,21,4.7024,345400,9565,2289,1831,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.89,33.62,465,24,3.0625,93800,1016,238,236,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.88,33.64,1209,16,8.5574,392200,3615,570,559,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.9,33.61,860,19,13.1738,500001,2897,413,367,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.89,33.61,656,16,6.3017,350000,2413,559,423,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.89,33.61,540,41,6.0247,500001,1790,361,284,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.89,33.61,539,42,5,500001,1301,280,249,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.89,33.61,745,44,5.1923,500001,2126,423,332,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.89,33.6,498,40,5.6336,500001,1639,352,278,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.89,33.61,653,45,4.2222,500001,1883,419,328,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.9,33.61,507,44,3.4937,500001,1469,312,266,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.87,33.64,1336,26,10.2849,500001,3521,455,451,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Irvine,-117.86,33.65,1326,4,5.4284,500001,3618,767,714,<1H OCEAN,95.18,60,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.87,33.63,1912,9,10.8289,500001,6163,1004,903,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.87,33.62,735,15,15.0001,500001,2209,275,274,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.88,33.65,1777,24,5.9055,477300,4879,756,754,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.63,1598,26,10.1454,500001,4486,554,549,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.63,1427,20,3.1985,106300,3442,1526,977,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.63,1381,32,6.1426,450700,3556,521,537,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.63,598,26,3.2125,455000,1632,376,375,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.63,832,28,7.1148,500001,2370,352,347,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.88,33.66,2673,26,3.5426,295400,6017,1244,1135,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.89,33.66,1621,33,4.1372,265200,3595,785,732,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.66,841,13,3.6042,226000,1642,423,368,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.65,1928,24,4.6808,245500,4496,877,855,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.89,33.66,1279,32,5.5422,253100,2736,550,534,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.65,1402,27,6.632,441100,3310,598,563,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.64,1081,28,3.9375,339800,2466,507,465,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.65,1108,28,5.2549,261800,2043,430,452,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.65,1131,30,4.4135,272300,2196,486,460,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.65,590,24,2.625,217900,885,321,254,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.65,771,30,3.4125,284100,1634,373,364,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.65,762,17,2.2222,276800,1328,377,344,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.64,1030,37,3.9306,268400,1998,472,436,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.9,33.64,850,36,5.0532,310900,2017,357,348,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.64,832,29,4.8098,325400,1652,310,326,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.64,876,40,3.6406,326100,1958,333,364,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.63,946,32,2.7264,311100,1901,400,418,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.63,1131,34,4.9643,317900,2479,491,490,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.63,1081,30,4.9125,335700,2071,412,412,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.64,985,25,3.1305,268800,2224,580,516,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.64,1067,38,2.8553,307600,2222,542,512,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.63,696,24,3.5161,236400,1562,441,347,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.63,557,32,3.5388,407000,1122,233,223,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.92,33.62,837,37,5.2416,471300,2038,379,381,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.63,553,39,7.8496,490800,1469,226,225,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.92,33.62,727,35,6.5842,458500,1821,335,316,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.91,33.61,435,27,5.9196,500001,1797,343,203,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.91,33.62,944,32,4.4063,500001,1997,427,426,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.91,33.62,937,35,9.2175,500001,2426,359,387,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.92,33.61,425,18,5.3369,312500,1538,425,288,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.93,33.62,859,33,4.5658,500001,1890,416,329,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.93,33.62,1052,34,5.6315,484600,2125,498,468,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.94,33.62,832,28,6.5928,439100,1765,390,349,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.95,33.63,463,29,6.0516,500001,1496,282,215,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.96,33.6,384,34,5.2333,471400,959,230,197,NEAR OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.93,33.61,791,27,3.8125,366700,1806,465,358,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.93,33.62,807,37,7.0516,500001,2204,428,410,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.94,33.62,569,25,3.6607,500001,1188,264,249,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.94,33.65,2327,20,5.6637,222100,5476,1073,963,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.93,33.65,1473,35,4.4211,215200,2133,413,402,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.93,33.64,1252,31,2.7143,185400,1291,356,373,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.94,33.64,871,18,2.6221,272000,1867,426,399,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.93,33.64,1478,24,2.5301,192900,1395,396,404,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.64,1623,24,3.0708,188700,2539,695,611,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.94,33.64,470,24,1.6389,225000,1097,307,333,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.93,33.64,1335,15,2.7543,177800,1707,514,434,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.95,33.63,1082,27,5.8777,358800,2489,481,443,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.95,33.63,513,27,6,381500,891,183,171,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.93,33.63,1332,10,4.6161,226300,2766,732,646,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Newport Beach,-117.95,33.63,2688,17,3.9917,271600,6745,1547,1535,<1H OCEAN,91.76,63,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.65,1118,19,4.1029,213400,1589,421,394,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.64,497,5,2.75,225000,949,287,244,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.65,1330,15,3.4417,182500,1309,477,424,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.93,33.65,1198,29,3.5179,225000,1253,375,362,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.91,33.65,814,24,2.1074,181300,1494,494,459,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.65,807,28,0.9702,225400,1087,423,425,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.65,1314,25,4.1026,211500,1679,470,473,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.65,856,20,3.184,220000,1391,393,360,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.93,33.65,1063,27,2.75,275000,1283,406,376,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.68,1397,28,4.8125,244600,3397,597,560,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.93,33.67,1391,27,8.1001,336500,3512,472,481,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.94,33.67,925,26,8.1839,367000,2552,314,323,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.94,33.66,963,16,5.5,224100,2095,450,411,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.94,33.65,1015,15,5.2732,209700,2016,443,419,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Costa Mesa,-117.93,33.65,1559,34,4.2036,220100,2141,425,429,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Fountain Valley,-117.93,33.69,1156,19,5.01,263800,2602,439,424,<1H OCEAN,93.45,63,20,11.5,few clouds,Orange,1191075,71255
Fountain Valley,-117.93,33.69,1258,26,6.4441,261000,2822,473,469,<1H OCEAN,93.45,63,20,11.5,few clouds,Orange,1191075,71255
Costa Mesa,-117.92,33.68,1024,25,4.4732,245600,2017,454,428,<1H OCEAN,91.47,62,20,8.05,few clouds,Orange,1191075,71255
Fountain Valley,-117.93,33.68,1197,33,5.069,264200,2664,432,429,<1H OCEAN,93.45,63,20,11.5,few clouds,Orange,1191075,71255
